Channel,Date,Message
Yeouido_Lab,2026-02-28 06:28:59,"**[속보] ""이스라엘, 이란에 예방타격""<로이터> | 연합뉴스 ****https://www.yna.co.kr/view/AKR20260228039000009**"
Yeouido_Lab,2026-02-28 06:28:42,"**[속보] ""이란 수도 테헤란에서 폭발음 들려""<AP통신> | 연합뉴스 ** https://www.yna.co.kr/view/AKR20260228039100009"
Yeouido_Lab,2026-02-27 14:38:16,https://x.com/allday_stocks/status/2027355914496307283?s=46
Yeouido_Lab,2026-02-27 10:24:13,**李 “코스닥 정체 원인 분석하고 대책 내놓으라”** https://naver.me/5g4E5md6
Yeouido_Lab,2026-02-27 07:54:31,"**“아파트 판 돈으로 ETF 등 금융 투자할 것”**   [단독] 李대통령, 분당 아파트 29억에 내놨다 https://n.news.naver.com/article/023/0003961544?sid=100  **“아파트 판 돈으로 ETF 등 금융 투자할 것” “부동산 정상화 되면 다시 집 살 것”**   청와대 관계자는 “(이 대통령이 아파트를 보유하고 있는 게) 더 손해라고 생각을 하셔서 매물로 내놓은 거 같다”며 “집을 판 돈으로 ETF 투자나 다른 금융 투자에 넣는 게 경제적으로 이득이라고 생각한 걸로 보인다”고 했다. 현재 이 아파트엔 임차인이 거주 중인 것으로 알려졌다."
Yeouido_Lab,2026-02-27 05:45:37,"안녕하세요.  알테오젠이 실적 관련 공시를 하여 이와 관련한 보도자료를 공유드립니다.     2025년 연결기준 ▲매출액 2,159억 원(YoY 110% 증가) ▲영업이익 1,069억 원(YoY 321% 증가) ▲당기순이익 1,443억 원(YoY 138% 증가)으로 사상 최대 실적을 갱신하였습니다.    올해는 피하주사제형 키트루다의 판매 관련 마일스톤에 기인한 안정적인 수익을 올리고, 검증된 플랫폼 기술에 대한 선호가 높아져 더 많은 글로벌 제약사와 함께 할 수 있을 것입니다.     다이이찌산쿄, 아스트라제네카 등 파트너사의 임상이 시작되어, 더 많은 제품의 상업화로 진전이 이뤄지고 있습니다.     [관련공시] https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260227900641  [보도자료] https://alteogen.com/kr/sub/ir/news.php?mode=view&bid=1&idx=246&page=1"
Yeouido_Lab,2026-02-27 05:35:29,코스피가 올라간 것처럼 코스닥이 올라가면 내 포트도 엄청 좋을 줄알았는데 쓰읍..  **[속보] 코스닥1200 돌파…코스피 양전   ****https://n.news.naver.com/mnews/article/008/0005323417?rc=N&ntype=RANKING&sid=101**
Yeouido_Lab,2026-02-27 05:33:07,"2026.02.27 14:32:20 기업명: 알테오젠(시가총액: 21조 7,501억) 보고서명: 매출액또는손익구조30%(대규모법인은15%)이상변동  재무제표 종류 : 연결  매출액 : 645억(예상치 : 526억) 영업익 : 196억(예상치 : 144억) 순이익 : 736억(예상치 : -)  **최근 실적 추이** 2025.4Q 645억/ 196억/ 736억 2025.3Q 490억/ 267억/ 220억 2025.2Q 186억/ -4억/ -343억 2025.1Q 837억/ 610억/ 830억 2024.4Q 508억/ 230억/ 524억  * 변동요인 - 매출액 및 영업이익: 키트루다 SC(미국 제품명: Keytruda Qlex) 상업화에 따른 마일스톤 및 아스트라제네카 라이선스 계약에 따른 upfront payment 등 수익 증대  - 법인세비용차감전이익 및 당기순이익: 금융수익 등 영업외수익 증가  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260227900641 회사정보: https://finance.naver.com/item/main.nhn?code=196170"
Yeouido_Lab,2026-02-27 05:22:43,이렇게 우리나라가 글로벌을 살리나...
Yeouido_Lab,2026-02-27 05:22:31,"*** UBS: 한국주식 급등 최대 수혜는 유럽 럭셔리**  • 한국 주식시장 급등에 따른 부의 효과, 중국 관광객 급증과 원화 가치 하락에 따른 가격 차익 등 3대 요소가 한국 명품 수요에 뚜렷한 전환점 견인  • 한국은 유럽 럭셔리의 중요한 증가 원천. 한국에서 높은 노출을 가진 에르메스, 몽클레어 등 브랜드가 최대 승자. 이는 저평가된 유럽 럭셔리 섹터의 재평가 촉진  **韩股狂飙， “大赢家”竟是欧洲奢侈品 ** 瑞银认为，韩国股市狂飙引发财富效应，叠加中国游客激增及韩元贬值带来价格套利，三重驱动促使韩国奢侈品需求迎来显著拐点。韩国正成为欧洲奢侈品重要增量来源，在韩敞口较高的爱马仕、盟可睐等品牌将成最大赢家，有望推动处于估值底部的欧洲奢侈品板块实现重估。  https://wallstreetcn.com/articles/3766325#from=ios"
