Channel,Date,Message
Yeouido_Lab,2025-09-30 04:29:44,아톰형님이 데뷔 한 번 하셔야..
Yeouido_Lab,2025-09-30 04:19:27,"임상 진행중이니, 4주차 데이터는 '25년 이내에 확인 가능함."
Yeouido_Lab,2025-09-30 04:17:37,"미국 바이오기업 멧세라(Metsera)가 국내 바이오텍 디앤디파마텍으로부터 도입한 경구용(먹는) 글루카곤 유사 펩타이드1(GLP-1) 후보물질인 'MET-097o(개발코드명)'가 글로벌 임상 무대에 올랐습니다.   이 후보물질은 디앤디파마텍이 비임상 및 초기 제형 개발을 진행한 자산으로, 멧세라가 지난 2023년 기술도입(인 라이선스)했습니다.  멧세라는 29일(현지시간) 홈페이지를 통해 초장기 작용 GLP-1 수용체 작용제(RA) 후보물질 'MET-097i(개발코드명)'에 대한 임상2b상 결과를 보고하면서 MET-097o가 임상1상에 진입했다고 밝혔습니다. 1상은 통상 약동학적 특성과 내약성에 대한 초기 데이터를 확인하는 단계입니다.  MET-097o는 주사제 형태의 MET-097i를 기반으로 멧세라의 초장기 작용 펩타이드 안정화·지질화 플랫폼 할로(HALO)를 적용했습니다. 알부민과 동시에 결합하도록 설계됐으며, 그 결과 알부민에 근접하는 긴 반감기를 확보했습니다. 주사제가 아닌 경구제로 개발돼 주사제의 한계를 보완해 환자 복용 편의성과 순응도를 높일 수 있다는 점에서 의미가 큽니다.  이 후보물질은 멧세라가 지난 2023년 디앤디파마텍과 약 5500억원 규모의 기술이전 계약을 통해 확보한 경구용 GLP-1 후보물질 6종 중 하나입니다. 특히 전임상 단계에서의 구체적 데이터는 공개되지 않았으나, 임상1상 진입 자체가 전임상에서 안전성과 약리학적 근거가 입증됐음을 의미합니다.  특히 최근 다국적 제약사 화이자(Pfizer)가 최대 72억달러(약 10조1000억원) 규모로 멧세라를 인수하기로 하면서, 디앤디파마텍에 호재로 작용하고 있습니다.   https://www.thebionews.net/news/articleView.html?idxno=18530"
Yeouido_Lab,2025-09-30 03:57:13,"*Oklo 전일 종가 116.51달러를 146달러로, NuScale Power 전일 종가 38.16달러를 45달러로... ㅡㅡㅡㅡㅡㅡㅡ** 바클레이스가 친환경 기저 전력 수요 증가에 따라 Oklo와 NuScale Power 에 대한 커버리지(투자 분석)  개시.**  Investing.com -- Barclays는 신규 원자력 기업인 Oklo와 NuScale Power에 대한 보도를 시작하면서, 소형 모듈형 원자로(SMR)가 세계의 증가하는 에너지 수요에 대한 유망한 솔루션이라고 강조했습니다.  은행은 Oklo를 146달러의 목표 가격으로 Overweight로 시작했고, NuScale Power는 45달러의 목표 가격으로 Equal Weight로 시작했습니다.  **Barclays는 SMR이 ""전력이 부족한 세상에 깨끗한 24시간 연중무휴 기저부하 발전을 제공한다""고 밝혔습니다.**  https://finance.yahoo.com/news/barclays-starts-coverage-oklo-smr-133051702.html"
Yeouido_Lab,2025-09-30 02:26:36,"**美 싱크탱크 ""미국 원자력 경쟁력, 한국 없이 불가"" ****https://www.theguru.co.kr/mobile/article.html?no=92511**  이 같은 상황을 타개하기 위해 보고서는 ""미국이 한국과 협력을 강화해야 한다""고 조언했다. 보고서는 한국에 대해 “국제 무대에서 민간 원자력 역량이 지속적으로 성장하고 있음을 입증하고 있다”고 평가했다.  그러면서 “한국원자력연구원(KAERI), 한국수력원자력(KHNP), 두산에너빌리티, 현대건설 등 한국 원자력 산업의 주요 기업들은 유럽, 중동, 동남아시아 등 기존 및 신흥 시장에서 원자로 수출을 주도할 수 있는 유리한 입지를 확보하고 있다”고 설명했다."
Yeouido_Lab,2025-09-30 01:29:20,일단 유료.  **[단독] 한화필리조선소 美해군 특수 수혜 '시동'…함정 2800대 도입 프로젝트 본격 점화 ****https://www.theguru.co.kr/news/article.html?no=92504**
Yeouido_Lab,2025-09-30 00:40:11,"이게 고용량 no titration에서 중단율이 2.9%**설사 비율이 위약 수준**이라는 점이 가장 인상적.   이는 약물 자체의 **PK/PD 설계(초장기 지속형, 월 1회 가능 구조)** 덕분에 **혈중 농도 상승 곡선이 완만**해 GI 부작용이 줄어든 것으로 해석.   엄청 잘나온 데이터.   한달 제형에서 fluctuation 잡는게 중요한데 Metsera가 이걸 잡았네..   이걸 가지고 경구로 하면 경구도 no titration 가능할듯.  지금 나와있는 주사제, 경구 다 titration인데 no titration으로 제품 나오면 환자 순응도도 좋고, 바로 고용량 투약 들어갈 수 있어서 단기감량효과도 좋음. 이래서 Pfizer가.."
Yeouido_Lab,2025-09-30 00:11:08,"🧬**멧세라 MET-097i 2b상 탑라인 결과 발표**  후보물질: MET-097i (초장기 지속형 GLP-1 수용체 작용제, 월 1회 주사 가능 설계)  임상 단계: 2b상 (VESPER-1, VESPER-3)  💊**효과(Efficacy)** **VESPER-1 (239명, 주 1회 28주 투여, 무타이틀레이션)** 위약 대비 최대 14.1% 체중감량 (1.2mg 용량)  개별 피험자 최대 26.5% 체중감량  36주 연장 분석에서도 plateau(효과 정체) 없음 → 장기 감량 지속 가능성  **VESPER-3 (268명, 월 1회 투여 전환 시험)** 12주 중간분석에서 내약성(tolerability) 개선 확인  체중감량 데이터는 아직 미발표 (28주 데이터는 ’25년 말~’26년 초 예정)  **💊내약성(Tolerability)** 설사: 위약 수준 위약 대비 위험 차이  오심: 13%  구토: 11%  중단율: VESPER-1 전체 2.9% (239명 중 2명 AE로 중단)  결과적으로 동급 약물 대비 뛰어난 GI 안전성 프로파일  📌**Phase 3 진입 계획** ’25년 말 글로벌 3상 개시 예정  확정된 용량·타이틀레이션 전략 → 단순화된 1~2단계 타이트레이션  **📊 주요 데이터 정리** **VESPER-1 (주 1회 투여, 28주, 무타이틀레이션)** 체중감량 (% placebo-subtracted, 95% CI) 0.4mg: 8.1% (5.6–10.6) 0.6mg: 10.0% (7.6–12.5) 0.9mg: 13.0% (10.5–15.5) 1.2mg: 14.1% (11.6–16.7)  **VESPER-3 (월 1회 투여, 12주 중간분석)** GI 부작용 (Risk difference vs placebo, %) 오심: 12.8~23.9% 구토: 9.2~17.0% 설사: -0.1~11% (위약 수준)  **📌파이프라인 확장성** **MET-097i는 Metsera의 핵심 백본(backbone)으로, 다양한 조합 및 제형 개발이 병행 중** MET-233/097: Amylin 아날로그(MET-233i)와 병용, 월 1회 투여 → 1/2a상, ’25년 말/’26년 초 데이터  MET-034/097: GIP 아날로그(MET-034i)와 조합, 1상 시작  MET-097o: 경구제형, 1상 진행 중  MET-815: 분기(3개월) 1회 유지요법 프로드럭, IND 준비 중  **💊MET-097i는 tirzepatide급 감량 효과 + 위약 수준의 GI 부작용 + 월 1회 투여 편의성**  **🧬바이오섹터 분석🧬 [그로쓰리서치]** https://t.me/growthbio"
Yeouido_Lab,2025-09-29 23:46:17,"**[단독] 최대주주 송치형, 의결권 일부 네이버에 넘긴다 ****https://www.hankyung.com/article/2025092958011**"
Yeouido_Lab,2025-09-29 23:03:36,멧세라 경구제 1상 중으로 표기   #디앤디파마텍  https://www.globenewswire.com/news-release/2025/09/29/3158095/0/en/Metsera-Reports-Positive-Phase-2b-Results-for-First-and-Best-in-Class-Ultra-long-Acting-GLP-1-RA-Candidate-MET-097i-Enabling-Rapid-Transition-into-Phase-3.html
