Channel,Date,Message
Yeouido_Lab,2026-04-30 23:12:10,**애플(APPLE) 실적 가이던스 6월 분기 가이던스 **  매출: 전년 동기 대비(YoY) +14% ~ +17% 성장 예상 (시장 예상치인 +9.1%를 크게 상회)
Yeouido_Lab,2026-04-30 23:11:51,"**레딧 ****$RDDT**** 2026년 1분기 실적 (시간외 +12.7%)**  매출: 6억 6,300만 달러 (예상치: 6억 900만 달러) ; 전년 동기 대비(YoY) +69%  주당순이익(EPS): 1.01달러 (예상치: 1.09달러) ; YoY +677%  분기별 일일 활성 사용자 수(DAUq): 1억 2,680만 명 (예상치: 1억 2,670만 명) ; YoY +17%  사용자당 평균 매출(ARPU): 5.23달러 ; YoY +44%  **2026년 2분기 가이던스(전망치)** 매출: 7억 1,500만 달러 ~ 7억 2,500만 달러 (예상치: 7억 1,400만 달러) ; YoY +43% ~ +45%  조정 EBITDA: 2억 8,500만 달러 ~ 2억 9,500만 달러   **부문별 성과** 미국 매출: 5억 2,600만 달러 ; YoY +67%  해외 매출: 1억 3,800만 달러 ; YoY +76%  광고 매출: 6억 2,500만 달러 ; YoY +74%  기타 매출: 3,900만 달러 ; YoY +15%  **기타 지표** 조정 EBITDA: 2억 6,600만 달러 ; YoY +131%  조정 EBITDA 이익률: 40.1%  총 완전 희석 주식 수: 2억 640만 주 ; YoY +0.2%  **재무 상태** 매출총이익률(Gross Margin): 91.5%  당기순이익: 2억 400만 달러  순이익률: 30.7%  영업활동 현금흐름: 3억 1,200만 달러 ; YoY +145%  잉여 현금흐름(Free Cash Flow): 3억 1,100만 달러 ; YoY +146%  현금, 현금성 자산 및 시장성 유가증권: 27억 7,100만 달러  **코멘터리** **""레딧은 깊게 몰입된 커뮤니티와 진정성 있는 인간의 대화로 운영되는 독보적인(one-of-one) 비즈니스입니다.""**  **""그러한 토대는 성장, 수익성, 효율성이라는 보기 드문 조합을 이끌어내고 있으며, AI 시대에 레딧에 독특한 우위를 제공하고 있습니다.""**"
Yeouido_Lab,2026-04-30 12:31:51,"💊🔺 **‘먹는 비만약’ 밀린 일라이 릴리, ‘넥스트 비만약’ 사냥에 넉달 새 50兆 썼다**  ""경구용 비만치료제 시장에서는 경쟁사인 노보 노디스크와의 초기 경쟁에서 참패""  ""먹는 비만약 ‘파운다요’는 미국 출시 2주차 3707건의 처방을 기록한 반면, 노보의 ‘먹는 위고비’는 1만8410건으로 약 5배 수준을 기록했다. 발표 직후 주가 역시 노보는 6.8% 올랐고, 릴리는 3.7% 떨어졌다.""  - **올릭스**(RNA), **알지노믹스**(유전자치료제), **에이비엘바이오**(뇌혈관장벽 셔틀 플랫폼) 등과 기술 협력 진행 중  - **펩트론**과 장기지속형 약물전달 플랫폼 ‘스마트데포’ 공동 연구  - **SK**와 장기지속형 비만약 연구를 위한 원료의약품(API) 생산 협력  - **삼성바이오로직스**와 오픈 이노베이션 프로그램 ‘릴리게이트웨이랩스(LGL)’의 국내 거점 설립 확정  https://cbiz.chosun.com/svc/bulletin/bulletin_art.html?contid=2026042900539"
Yeouido_Lab,2026-04-30 07:26:31,"2026.04.30 16:25:38 기업명: 성일하이텍(시가총액: 1조 88억) A365340 보고서명: 주요사항보고서(유상증자결정)  보통주 : 648,414주(발행가격 : 69,400원) 우선주 :   발행비율 : 5%  * 투자자 디케이피-KAI 신기술투자조합 제 1호  발표일자 : 2026-04-30 납입일자 : 2026-05-08 상장일자 : 2026-05-26  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260430001400 회사정보: https://finance.naver.com/item/main.nhn?code=365340"
Yeouido_Lab,2026-04-30 05:59:25,"어욱...  **[속보] 브렌트유 126달러, WTI 110달러까지…4년만에 장중 최고 ****https://n.news.naver.com/mnews/article/374/0000507696?sid=104**"
Yeouido_Lab,2026-04-30 05:48:37,아니면 이제 겜 내에서 쏘카로 슈퍼카 빌릴 수 있으면 재밌겠다
Yeouido_Lab,2026-04-30 05:47:21,"이제 배그 시작할 때 수송기에서 뛰어내리는게 아니라 하늘을 나는 쏘카에서 뛰어내리나   https://t.me/darthacking/139275  2026.04.30 14:41:24 기업명: 쏘카(시가총액: 4,522억) A403550 보고서명: 주요사항보고서(유상증자결정)  보통주 : 5,098,040주(발행가격 : 12,750원) 우선주 :   발행비율 : 16%  * 투자자  크래프톤(기타)  발표일자 : 2026-04-30 납입일자 : 2026-05-18 상장일자 : 2026-05-26  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260430000934 회사정보: https://finance.naver.com/item/main.nhn?code=403550"
Yeouido_Lab,2026-04-30 05:37:02,"큐렉소 IR팀 입니다.  '큐렉소, 이탈리아 임플란트 기업 퍼메디카와 파트너십 체결 … 의료로봇 유럽 공급 본격화 ' 내용 공유 드립니다.    큐렉소가 이탈리아 임플란트 기업 퍼메디카 (PERMEDICA S.p.A.)와 전략적 파트너십을 체결했습니다.  이탈리아 및 모로코 지역에 대한 의료로봇 공급 및 판매 대리점 계약을 체결 하였으며, 미국 FDA 승인 및 유럽 CE MDR 인증을 획득 이후 유럽지역에서 빠르게 계약 진행중이라 금년 유럽지역에 본격 진출이 예상 됩니다.  https://www.hankyung.com/article/202604307211i"
Yeouido_Lab,2026-04-30 05:36:36,"**엘앤에프 IR 사업 전망**  **분기 역대 최대 출하 실적 달성 전망** 가동률 상승 + 수익성 개선 가속화 + LFP 3만 톤 Capa 공장 준공 + 신성장 동력 확보  **분기 최대 판매 달성** Ultra Hi-Ni 안정적 공급 지위 지속, 적용 차량 확대 및 판매 지역 다변화에 따른 물량 증가 전망  **중동 지정학적 Risk에 따른 EV 수요 확대로 연초 계획 대비 물량 증가**  **Hi-Ni 제품 4분기 연속 최대 출하량 갱신 & 전체 제품 분기 최대 출하량 동시 달성 전망**   **손익 개선 가속화** 분기 최대 판매 실적 갱신에 따른 가동률 회복, 환입 효과 제외 영업이익 흑자 지속 전망  원재료 가격 상승에 따른 제품 판가 상승 영향으로 수익성 개선 효과 확대  **P(판가), Q(출하량) 동반 상승 구간 진입에 따른 양극재 사업 수익 개선 가속화**   **LFP 공급 본격화** **’26년 2분기 Phase. 1(3만톤) 단계 공장 완공, 3분기 말 SOP 예정**  **북미 ESS向 중장기 물량 확보에 따라, +3 만톤 증설 본격화** (’27년 상반기 6만 톤 체제 구축 예정)  **탈 중국 LFP 수요 확대, 신규 고객사 확보 추진 中**"
Yeouido_Lab,2026-04-30 05:27:28,빠붐온..
